SIDE,INSTRUMENT_ID,PRICE,QUANTITY,TIMESTAMP,COUNTERPARTY_ID,TRADE_ID,TRADE_STATUS,TRADE_DATE,TRADE_DATETIME,ENTERED_BY
SELL,BP,475.49,40,6.89E+18,1,G1725,NEW,2021-07-27,2021-07-27 13:00:00.000 +0000,JohnDoe
SELL,LSEG,7830.49,10,6.89E+18,1,G1726,NEW,2021-07-27,2021-07-27 14:00:00.000 +0000,JohnDoe
SELL,LSEG,8297.99,20,6.89E+18,1,G1727,NEW,2021-07-27,2021-07-27 15:00:00.000 +0000,JohnDoe
SELL,BP,497.86,90,6.89E+18,1,G1728,NEW,2021-07-27,2021-07-27 16:00:00.000 +0000,JohnDoe
SELL,BP,518.9,20,6.89E+18,1,G1729,NEW,2021-07-27,2021-07-27 17:00:00.000 +0000,JohnDoe
SELL,LSEG,7734.06,20,6.89E+18,1,G1730,NEW,2021-07-28,2021-07-28 09:00:00.000 +0000,JohnDoe
BUY,BP,522.69,30,6.89E+18,1,G1731,NEW,2021-07-28,2021-07-28 10:00:00.000 +0000,JohnDoe
BUY,BP,499.96,50,6.89E+18,1,G1732,NEW,2021-07-28,2021-07-28 11:00:00.000 +0000,JohnDoe
BUY,LLOY,45.95,1260,6.89E+18,1,G1733,NEW,2021-07-28,2021-07-28 12:00:00.000 +0000,JohnDoe
SELL,LSEG,8524.55,10,6.89E+18,1,G1734,NEW,2021-07-28,2021-07-28 13:00:00.000 +0000,JohnDoe
BUY,LSEG,8487.74,30,6.89E+18,1,G1735,NEW,2021-07-28,2021-07-28 14:00:00.000 +0000,JohnDoe
SELL,BP,473.3,30,6.89E+18,1,G1736,NEW,2021-07-28,2021-07-28 15:00:00.000 +0000,JohnDoe
BUY,VOD,8.94,1810,6.89E+18,1,G1737,NEW,2021-07-28,2021-07-28 16:00:00.000 +0000,JohnDoe
BUY,LLOY,45.55,1280,6.89E+18,1,G1738,NEW,2021-07-28,2021-07-28 17:00:00.000 +0000,JohnDoe
BUY,BP,497.92,20,6.89E+18,1,G1739,NEW,2021-07-29,2021-07-29 09:00:00.000 +0000,JohnDoe
SELL,LSEG,8666.44,30,6.89E+18,1,G1740,NEW,2021-07-29,2021-07-29 10:00:00.000 +0000,JohnDoe
BUY,LLOY,40.04,960,6.89E+18,1,G1741,NEW,2021-07-29,2021-07-29 11:00:00.000 +0000,JohnDoe
SELL,BP,495.24,70,6.89E+18,1,G1742,NEW,2021-07-29,2021-07-29 12:00:00.000 +0000,JohnDoe
SELL,LSEG,8963.77,10,6.89E+18,1,G1743,NEW,2021-07-29,2021-07-29 13:00:00.000 +0000,JohnDoe
SELL,BP,559.63,20,6.89E+18,1,G1744,NEW,2021-07-29,2021-07-29 14:00:00.000 +0000,JohnDoe
BUY,LLOY,41.47,1080,6.89E+18,1,G1745,NEW,2021-07-29,2021-07-29 15:00:00.000 +0000,JohnDoe
BUY,LLOY,45.22,1010,6.89E+18,1,G1746,NEW,2021-07-29,2021-07-29 16:00:00.000 +0000,JohnDoe
SELL,LSEG,9175.18,20,6.89E+18,1,G1747,NEW,2021-07-29,2021-07-29 17:00:00.000 +0000,JohnDoe
SELL,LSEG,7657.96,30,6.89E+18,1,G1748,NEW,2021-07-30,2021-07-30 09:00:00.000 +0000,JohnDoe
SELL,LLOY,44.01,440,6.89E+18,1,G1749,NEW,2021-07-30,2021-07-30 10:00:00.000 +0000,JohnDoe
BUY,LLOY,44.21,1260,6.89E+18,1,G1750,NEW,2021-07-30,2021-07-30 11:00:00.000 +0000,JohnDoe
BUY,LLOY,38.29,1770,6.89E+18,1,G1751,NEW,2021-07-30,2021-07-30 12:00:00.000 +0000,JohnDoe
SELL,VOD,10.32,1560,6.89E+18,1,G1752,NEW,2021-07-30,2021-07-30 13:00:00.000 +0000,JohnDoe
SELL,VOD,10.8,1110,6.89E+18,1,G1753,NEW,2021-07-30,2021-07-30 14:00:00.000 +0000,JohnDoe
SELL,VOD,9.28,260,6.89E+18,1,G1754,NEW,2021-07-30,2021-07-30 15:00:00.000 +0000,JohnDoe
BUY,LLOY,44.08,1230,6.89E+18,1,G1755,NEW,2021-07-30,2021-07-30 16:00:00.000 +0000,JohnDoe
SELL,LLOY,46.4,1450,6.89E+18,1,G1756,NEW,2021-07-30,2021-07-30 17:00:00.000 +0000,JohnDoe
SELL,VOD,9.3,1170,6.89E+18,1,G1757,NEW,2021-07-31,2021-07-31 09:00:00.000 +0000,JohnDoe
SELL,VOD,9.9,1590,6.89E+18,1,G1758,NEW,2021-07-31,2021-07-31 10:00:00.000 +0000,JohnDoe
SELL,BP,525.52,70,6.89E+18,1,G1759,NEW,2021-07-31,2021-07-31 11:00:00.000 +0000,JohnDoe
BUY,LLOY,40.76,1470,6.89E+18,1,G1760,NEW,2021-07-31,2021-07-31 12:00:00.000 +0000,JohnDoe
BUY,VOD,10.22,470,6.89E+18,1,G1761,NEW,2021-07-31,2021-07-31 13:00:00.000 +0000,JohnDoe
BUY,BP,517.63,10,6.89E+18,1,G1762,NEW,2021-07-31,2021-07-31 14:00:00.000 +0000,JohnDoe
SELL,LLOY,41.38,880,6.89E+18,1,G1763,NEW,2021-07-31,2021-07-31 15:00:00.000 +0000,JohnDoe
SELL,LSEG,8800.23,30,6.89E+18,1,G1764,NEW,2021-07-31,2021-07-31 16:00:00.000 +0000,JohnDoe
SELL,LSEG,8775.63,30,6.89E+18,1,G1765,NEW,2021-07-31,2021-07-31 17:00:00.000 +0000,JohnDoe
BUY,LSEG,7924.23,20,6.89E+18,1,G1766,NEW,2021-08-01,2021-08-01 09:00:00.000 +0000,JohnDoe
SELL,LSEG,8534.79,30,6.89E+18,1,G1767,NEW,2021-08-01,2021-08-01 10:00:00.000 +0000,JohnDoe
BUY,BP,481.25,90,6.89E+18,1,G1768,NEW,2021-08-01,2021-08-01 11:00:00.000 +0000,JohnDoe
BUY,LSEG,8108.46,30,6.89E+18,1,G1769,NEW,2021-08-01,2021-08-01 12:00:00.000 +0000,JohnDoe
BUY,LLOY,40.16,1090,6.89E+18,1,G1770,NEW,2021-08-01,2021-08-01 13:00:00.000 +0000,JohnDoe
BUY,LSEG,9084.84,10,6.89E+18,1,G1771,NEW,2021-08-01,2021-08-01 14:00:00.000 +0000,JohnDoe
BUY,BP,556.82,90,6.89E+18,1,G1772,NEW,2021-08-01,2021-08-01 15:00:00.000 +0000,JohnDoe
SELL,LLOY,45.79,30,6.89E+18,1,G1773,NEW,2021-08-01,2021-08-01 16:00:00.000 +0000,JohnDoe
BUY,LLOY,43.42,1370,6.89E+18,1,G1774,NEW,2021-08-01,2021-08-01 17:00:00.000 +0000,JohnDoe
SELL,VOD,9.36,1080,6.89E+18,1,G1775,NEW,2021-08-02,2021-08-02 09:00:00.000 +0000,JohnDoe
SELL,BP,566.81,30,6.89E+18,1,G1776,NEW,2021-08-02,2021-08-02 10:00:00.000 +0000,JohnDoe
SELL,LSEG,8048.4,20,6.89E+18,1,G1777,NEW,2021-08-02,2021-08-02 11:00:00.000 +0000,JohnDoe
BUY,LSEG,7668.73,10,6.89E+18,1,G1778,NEW,2021-08-02,2021-08-02 12:00:00.000 +0000,JohnDoe
SELL,BP,492.57,20,6.89E+18,1,G1779,NEW,2021-08-02,2021-08-02 13:00:00.000 +0000,JohnDoe
BUY,BP,550.33,50,6.89E+18,1,G1780,NEW,2021-08-02,2021-08-02 14:00:00.000 +0000,JohnDoe
SELL,LSEG,8498.01,20,6.89E+18,1,G1781,NEW,2021-08-02,2021-08-02 15:00:00.000 +0000,JohnDoe
BUY,VOD,10.63,430,6.89E+18,1,G1782,NEW,2021-08-02,2021-08-02 16:00:00.000 +0000,JohnDoe
SELL,VOD,10.81,1870,6.89E+18,1,G1783,NEW,2021-08-02,2021-08-02 17:00:00.000 +0000,JohnDoe
SELL,BP,469.6,100,6.89E+18,1,G1784,NEW,2021-08-03,2021-08-03 09:00:00.000 +0000,JohnDoe
SELL,BP,560.61,40,6.89E+18,1,G1785,NEW,2021-08-03,2021-08-03 10:00:00.000 +0000,JohnDoe
SELL,VOD,10.84,1960,6.89E+18,1,G1786,NEW,2021-08-03,2021-08-03 11:00:00.000 +0000,JohnDoe
BUY,VOD,9.95,1450,6.89E+18,1,G1787,NEW,2021-08-03,2021-08-03 12:00:00.000 +0000,JohnDoe
BUY,VOD,10.51,710,6.89E+18,1,G1788,NEW,2021-08-03,2021-08-03 13:00:00.000 +0000,JohnDoe
BUY,LSEG,8202.15,20,6.89E+18,1,G1789,NEW,2021-08-03,2021-08-03 14:00:00.000 +0000,JohnDoe
BUY,LLOY,44.62,180,6.89E+18,1,G1790,NEW,2021-08-03,2021-08-03 15:00:00.000 +0000,JohnDoe
BUY,LLOY,42.63,1010,6.89E+18,1,G1791,NEW,2021-08-03,2021-08-03 16:00:00.000 +0000,JohnDoe
SELL,LLOY,44.51,810,6.89E+18,1,G1792,NEW,2021-08-03,2021-08-03 17:00:00.000 +0000,JohnDoe
BUY,VOD,9.26,1340,6.89E+18,1,G1793,NEW,2021-08-04,2021-08-04 09:00:00.000 +0000,JohnDoe
SELL,LSEG,8500.23,30,6.89E+18,1,G1794,NEW,2021-08-04,2021-08-04 10:00:00.000 +0000,JohnDoe
SELL,LLOY,41.05,30,6.89E+18,1,G1795,NEW,2021-08-04,2021-08-04 11:00:00.000 +0000,JohnDoe
SELL,LLOY,42.68,1120,6.89E+18,1,G1796,NEW,2021-08-04,2021-08-04 12:00:00.000 +0000,JohnDoe
BUY,BP,552.2,20,6.89E+18,1,G1797,NEW,2021-08-04,2021-08-04 13:00:00.000 +0000,JohnDoe
BUY,LSEG,8292.64,20,6.89E+18,1,G1798,NEW,2021-08-04,2021-08-04 14:00:00.000 +0000,JohnDoe
SELL,LLOY,40.48,590,6.89E+18,1,G1799,NEW,2021-08-04,2021-08-04 15:00:00.000 +0000,JohnDoe
BUY,VOD,9.04,350,6.89E+18,1,G1800,NEW,2021-08-04,2021-08-04 16:00:00.000 +0000,JohnDoe
SELL,BP,513.75,90,6.89E+18,1,G1801,NEW,2021-08-04,2021-08-04 17:00:00.000 +0000,JohnDoe
BUY,VOD,10.49,770,6.89E+18,1,G1802,NEW,2021-08-05,2021-08-05 09:00:00.000 +0000,JohnDoe
BUY,VOD,9.61,170,6.89E+18,1,G1803,NEW,2021-08-05,2021-08-05 10:00:00.000 +0000,JohnDoe
SELL,VOD,9.12,740,6.89E+18,1,G1804,NEW,2021-08-05,2021-08-05 11:00:00.000 +0000,JohnDoe
SELL,LLOY,43.8,910,6.89E+18,1,G1805,NEW,2021-08-05,2021-08-05 12:00:00.000 +0000,JohnDoe
BUY,VOD,9.26,1950,6.89E+18,1,G1806,NEW,2021-08-05,2021-08-05 13:00:00.000 +0000,JohnDoe
SELL,VOD,9.18,600,6.89E+18,1,G1807,NEW,2021-08-05,2021-08-05 14:00:00.000 +0000,JohnDoe
BUY,BP,478.02,90,6.89E+18,1,G1808,NEW,2021-08-05,2021-08-05 15:00:00.000 +0000,JohnDoe
BUY,LSEG,9150.68,10,6.89E+18,1,G1809,NEW,2021-08-05,2021-08-05 16:00:00.000 +0000,JohnDoe
BUY,LLOY,43.63,800,6.89E+18,1,G1810,NEW,2021-08-05,2021-08-05 17:00:00.000 +0000,JohnDoe
BUY,LLOY,45.47,1000,6.89E+18,1,G1811,NEW,2021-08-06,2021-08-06 09:00:00.000 +0000,JohnDoe
SELL,VOD,9.86,1340,6.89E+18,1,G1812,NEW,2021-08-06,2021-08-06 10:00:00.000 +0000,JohnDoe
BUY,LSEG,8729.22,20,6.89E+18,1,G1813,NEW,2021-08-06,2021-08-06 11:00:00.000 +0000,JohnDoe
BUY,VOD,9.41,810,6.89E+18,1,G1814,NEW,2021-08-06,2021-08-06 12:00:00.000 +0000,JohnDoe
SELL,VOD,9.32,1500,6.89E+18,1,G1815,NEW,2021-08-06,2021-08-06 13:00:00.000 +0000,JohnDoe
BUY,LSEG,8562.47,10,6.89E+18,1,G1816,NEW,2021-08-06,2021-08-06 14:00:00.000 +0000,JohnDoe
BUY,LSEG,8975.98,20,6.89E+18,1,G1817,NEW,2021-08-06,2021-08-06 15:00:00.000 +0000,JohnDoe
SELL,LLOY,41.77,650,6.89E+18,1,G1818,NEW,2021-08-06,2021-08-06 16:00:00.000 +0000,JohnDoe
BUY,BP,550.67,50,6.89E+18,1,G1819,NEW,2021-08-06,2021-08-06 17:00:00.000 +0000,JohnDoe
BUY,LLOY,38.84,480,6.89E+18,1,G1820,NEW,2021-08-07,2021-08-07 09:00:00.000 +0000,JohnDoe
SELL,LSEG,8585.52,10,6.89E+18,1,G1821,NEW,2021-08-07,2021-08-07 10:00:00.000 +0000,JohnDoe
BUY,BP,555.78,10,6.89E+18,1,G1822,NEW,2021-08-07,2021-08-07 11:00:00.000 +0000,JohnDoe
SELL,BP,505.33,90,6.89E+18,1,G1823,NEW,2021-08-07,2021-08-07 12:00:00.000 +0000,JohnDoe
SELL,BP,534.66,90,6.89E+18,1,G1824,NEW,2021-08-07,2021-08-07 13:00:00.000 +0000,JohnDoe
SELL,LSEG,8728.68,30,6.89E+18,1,G1825,NEW,2021-08-07,2021-08-07 14:00:00.000 +0000,JohnDoe
BUY,BP,559.05,100,6.89E+18,1,G1826,NEW,2021-08-07,2021-08-07 15:00:00.000 +0000,JohnDoe
SELL,LLOY,43.26,1060,6.89E+18,1,G1827,NEW,2021-08-07,2021-08-07 16:00:00.000 +0000,JohnDoe
BUY,LLOY,40.91,750,6.89E+18,1,G1828,NEW,2021-08-07,2021-08-07 17:00:00.000 +0000,JohnDoe
BUY,LSEG,8129.57,10,6.89E+18,1,G1829,NEW,2021-08-08,2021-08-08 09:00:00.000 +0000,JohnDoe
SELL,LLOY,41.61,70,6.89E+18,1,G1830,NEW,2021-08-08,2021-08-08 10:00:00.000 +0000,JohnDoe
SELL,LSEG,7859.03,10,6.89E+18,1,G1831,NEW,2021-08-08,2021-08-08 11:00:00.000 +0000,JohnDoe
BUY,BP,571.79,90,6.89E+18,1,G1832,NEW,2021-08-08,2021-08-08 12:00:00.000 +0000,JohnDoe
SELL,LSEG,7786.97,10,6.89E+18,1,G1833,NEW,2021-08-08,2021-08-08 13:00:00.000 +0000,JohnDoe
SELL,VOD,9.78,1240,6.89E+18,1,G1834,NEW,2021-08-08,2021-08-08 14:00:00.000 +0000,JohnDoe
BUY,BP,556.61,50,6.89E+18,1,G1835,NEW,2021-08-08,2021-08-08 15:00:00.000 +0000,JohnDoe
SELL,LSEG,8919.49,30,6.89E+18,1,G1836,NEW,2021-08-08,2021-08-08 16:00:00.000 +0000,JohnDoe
SELL,LLOY,40.74,1200,6.89E+18,1,G1837,NEW,2021-08-08,2021-08-08 17:00:00.000 +0000,JohnDoe
BUY,VOD,10.74,1260,6.89E+18,1,G1838,NEW,2021-08-09,2021-08-09 09:00:00.000 +0000,JohnDoe
BUY,LSEG,7620.92,20,6.89E+18,1,G1839,NEW,2021-08-09,2021-08-09 10:00:00.000 +0000,JohnDoe
BUY,LSEG,8662.17,30,6.89E+18,1,G1840,NEW,2021-08-09,2021-08-09 11:00:00.000 +0000,JohnDoe
SELL,LSEG,8624.16,30,6.89E+18,1,G1841,NEW,2021-08-09,2021-08-09 12:00:00.000 +0000,JohnDoe
BUY,BP,561.71,60,6.89E+18,1,G1842,NEW,2021-08-09,2021-08-09 13:00:00.000 +0000,JohnDoe
BUY,BP,535.79,100,6.89E+18,1,G1843,NEW,2021-08-09,2021-08-09 14:00:00.000 +0000,JohnDoe
BUY,LSEG,8209.82,20,6.89E+18,1,G1844,NEW,2021-08-09,2021-08-09 15:00:00.000 +0000,JohnDoe
SELL,VOD,9.6,990,6.89E+18,1,G1845,NEW,2021-08-09,2021-08-09 16:00:00.000 +0000,JohnDoe
BUY,VOD,10.72,110,6.89E+18,1,G1846,NEW,2021-08-09,2021-08-09 17:00:00.000 +0000,JohnDoe
SELL,VOD,9.6,1600,6.89E+18,1,G1847,NEW,2021-08-10,2021-08-10 09:00:00.000 +0000,JohnDoe
BUY,VOD,9.83,1540,6.89E+18,1,G1848,NEW,2021-08-10,2021-08-10 10:00:00.000 +0000,JohnDoe
SELL,BP,551.85,60,6.89E+18,1,G1849,NEW,2021-08-10,2021-08-10 11:00:00.000 +0000,JohnDoe
SELL,LSEG,8732.12,20,6.89E+18,1,G1850,NEW,2021-08-10,2021-08-10 12:00:00.000 +0000,JohnDoe
BUY,VOD,9.98,1790,6.89E+18,1,G1851,NEW,2021-08-10,2021-08-10 13:00:00.000 +0000,JohnDoe
SELL,VOD,10.32,600,6.89E+18,1,G1852,NEW,2021-08-10,2021-08-10 14:00:00.000 +0000,JohnDoe
SELL,BP,468.81,20,6.89E+18,1,G1853,NEW,2021-08-10,2021-08-10 15:00:00.000 +0000,JohnDoe
BUY,VOD,10.83,1240,6.89E+18,1,G1854,NEW,2021-08-10,2021-08-10 16:00:00.000 +0000,JohnDoe
SELL,VOD,10.73,1630,6.89E+18,1,G1855,NEW,2021-08-10,2021-08-10 17:00:00.000 +0000,JohnDoe
SELL,BP,524.05,20,6.89E+18,1,G1856,NEW,2021-08-11,2021-08-11 09:00:00.000 +0000,JohnDoe
BUY,LSEG,8915.82,20,6.89E+18,1,G1857,NEW,2021-08-11,2021-08-11 10:00:00.000 +0000,JohnDoe
SELL,VOD,10.7,1770,6.89E+18,1,G1858,NEW,2021-08-11,2021-08-11 11:00:00.000 +0000,JohnDoe
SELL,LSEG,8292,30,6.89E+18,1,G1859,NEW,2021-08-11,2021-08-11 12:00:00.000 +0000,JohnDoe
BUY,VOD,9.7,1980,6.89E+18,1,G1860,NEW,2021-08-11,2021-08-11 13:00:00.000 +0000,JohnDoe
BUY,VOD,9.47,1330,6.89E+18,1,G1861,NEW,2021-08-11,2021-08-11 14:00:00.000 +0000,JohnDoe
SELL,BP,550.59,60,6.89E+18,1,G1862,NEW,2021-08-11,2021-08-11 15:00:00.000 +0000,JohnDoe
SELL,LLOY,46.05,1480,6.89E+18,1,G1863,NEW,2021-08-11,2021-08-11 16:00:00.000 +0000,JohnDoe
BUY,BP,523.76,100,6.89E+18,1,G1864,NEW,2021-08-11,2021-08-11 17:00:00.000 +0000,JohnDoe
SELL,BP,469.62,90,6.89E+18,1,G1865,NEW,2021-08-12,2021-08-12 09:00:00.000 +0000,JohnDoe
SELL,LLOY,42.52,800,6.89E+18,1,G1866,NEW,2021-08-12,2021-08-12 10:00:00.000 +0000,JohnDoe
SELL,LSEG,8600.44,20,6.89E+18,1,G1867,NEW,2021-08-12,2021-08-12 11:00:00.000 +0000,JohnDoe
SELL,LLOY,42.38,30,6.89E+18,1,G1868,NEW,2021-08-12,2021-08-12 12:00:00.000 +0000,JohnDoe
SELL,BP,546.7,40,6.89E+18,1,G1869,NEW,2021-08-12,2021-08-12 13:00:00.000 +0000,JohnDoe
SELL,VOD,8.95,570,6.89E+18,1,G1870,NEW,2021-08-12,2021-08-12 14:00:00.000 +0000,JohnDoe
BUY,LLOY,45.21,990,6.89E+18,1,G1871,NEW,2021-08-12,2021-08-12 15:00:00.000 +0000,JohnDoe
BUY,LSEG,8730.87,20,6.89E+18,1,G1872,NEW,2021-08-12,2021-08-12 16:00:00.000 +0000,JohnDoe
SELL,VOD,9.94,60,6.89E+18,1,G1873,NEW,2021-08-12,2021-08-12 17:00:00.000 +0000,JohnDoe
SELL,BP,524.45,70,6.89E+18,1,G1874,NEW,2021-08-13,2021-08-13 09:00:00.000 +0000,JohnDoe
BUY,BP,480.47,60,6.89E+18,1,G1875,NEW,2021-08-13,2021-08-13 10:00:00.000 +0000,JohnDoe
SELL,BP,546.66,60,6.89E+18,1,G1876,NEW,2021-08-13,2021-08-13 11:00:00.000 +0000,JohnDoe
SELL,VOD,9.85,1860,6.89E+18,1,G1877,NEW,2021-08-13,2021-08-13 12:00:00.000 +0000,JohnDoe
SELL,VOD,10.57,1570,6.89E+18,1,G1878,NEW,2021-08-13,2021-08-13 13:00:00.000 +0000,JohnDoe
SELL,VOD,9.72,850,6.89E+18,1,G1879,NEW,2021-08-13,2021-08-13 14:00:00.000 +0000,JohnDoe
BUY,BP,557.26,10,6.89E+18,1,G1880,NEW,2021-08-13,2021-08-13 15:00:00.000 +0000,JohnDoe
SELL,VOD,9.93,1630,6.89E+18,1,G1881,NEW,2021-08-13,2021-08-13 16:00:00.000 +0000,JohnDoe
SELL,VOD,10.57,310,6.89E+18,1,G1882,NEW,2021-08-13,2021-08-13 17:00:00.000 +0000,JohnDoe
SELL,LLOY,41.36,1680,6.89E+18,1,G1883,NEW,2021-08-14,2021-08-14 09:00:00.000 +0000,JohnDoe
BUY,LLOY,43.09,550,6.89E+18,1,G1884,NEW,2021-08-14,2021-08-14 10:00:00.000 +0000,JohnDoe
BUY,LSEG,8823.12,20,6.89E+18,1,G1885,NEW,2021-08-14,2021-08-14 11:00:00.000 +0000,JohnDoe
BUY,BP,550.45,60,6.89E+18,1,G1886,NEW,2021-08-14,2021-08-14 12:00:00.000 +0000,JohnDoe
BUY,LLOY,46.52,180,6.89E+18,1,G1887,NEW,2021-08-14,2021-08-14 13:00:00.000 +0000,JohnDoe
BUY,LSEG,9118.1,30,6.89E+18,1,G1888,NEW,2021-08-14,2021-08-14 14:00:00.000 +0000,JohnDoe
BUY,LLOY,43.36,420,6.89E+18,1,G1889,NEW,2021-08-14,2021-08-14 15:00:00.000 +0000,JohnDoe
BUY,LLOY,41.86,1940,6.89E+18,1,G1890,NEW,2021-08-14,2021-08-14 16:00:00.000 +0000,JohnDoe
BUY,LLOY,44.9,120,6.89E+18,1,G1891,NEW,2021-08-14,2021-08-14 17:00:00.000 +0000,JohnDoe
SELL,VOD,9.29,110,6.89E+18,1,G1892,NEW,2021-08-15,2021-08-15 09:00:00.000 +0000,JohnDoe
SELL,LSEG,8924.93,10,6.89E+18,1,G1893,NEW,2021-08-15,2021-08-15 10:00:00.000 +0000,JohnDoe
SELL,LSEG,8002.47,30,6.89E+18,1,G1894,NEW,2021-08-15,2021-08-15 11:00:00.000 +0000,JohnDoe
SELL,BP,510.68,20,6.89E+18,1,G1895,NEW,2021-08-15,2021-08-15 12:00:00.000 +0000,JohnDoe
BUY,BP,479.77,40,6.89E+18,1,G1896,NEW,2021-08-15,2021-08-15 13:00:00.000 +0000,JohnDoe
BUY,LSEG,8433.02,20,6.89E+18,1,G1897,NEW,2021-08-15,2021-08-15 14:00:00.000 +0000,JohnDoe
SELL,LSEG,8232.06,10,6.89E+18,1,G1898,NEW,2021-08-15,2021-08-15 15:00:00.000 +0000,JohnDoe
BUY,LLOY,38.74,1620,6.89E+18,1,G1899,NEW,2021-08-15,2021-08-15 16:00:00.000 +0000,JohnDoe
BUY,LSEG,9225.5,10,6.89E+18,1,G1900,NEW,2021-08-15,2021-08-15 17:00:00.000 +0000,JohnDoe
SELL,VOD,10.14,590,6.89E+18,1,G1901,NEW,2021-08-16,2021-08-16 09:00:00.000 +0000,JohnDoe
BUY,LSEG,9237.01,20,6.89E+18,1,G1902,NEW,2021-08-16,2021-08-16 10:00:00.000 +0000,JohnDoe
BUY,LSEG,8058.67,10,6.89E+18,1,G1903,NEW,2021-08-16,2021-08-16 11:00:00.000 +0000,JohnDoe
SELL,LLOY,38.36,340,6.89E+18,1,G1904,NEW,2021-08-16,2021-08-16 12:00:00.000 +0000,JohnDoe
SELL,LLOY,40.6,1350,6.89E+18,1,G1905,NEW,2021-08-16,2021-08-16 13:00:00.000 +0000,JohnDoe
BUY,VOD,8.99,1470,6.89E+18,1,G1906,NEW,2021-08-16,2021-08-16 14:00:00.000 +0000,JohnDoe
BUY,BP,494.88,70,6.89E+18,1,G1907,NEW,2021-08-16,2021-08-16 15:00:00.000 +0000,JohnDoe
BUY,LLOY,41.1,1060,6.89E+18,1,G1908,NEW,2021-08-16,2021-08-16 16:00:00.000 +0000,JohnDoe
BUY,VOD,10.85,1190,6.89E+18,1,G1909,NEW,2021-08-16,2021-08-16 17:00:00.000 +0000,JohnDoe
BUY,VOD,10.76,50,6.89E+18,1,G1910,NEW,2021-08-17,2021-08-17 09:00:00.000 +0000,JohnDoe
SELL,BP,482.66,30,6.89E+18,1,G1911,NEW,2021-08-17,2021-08-17 10:00:00.000 +0000,JohnDoe
BUY,BP,509.26,60,6.89E+18,1,G1912,NEW,2021-08-17,2021-08-17 11:00:00.000 +0000,JohnDoe
SELL,LSEG,7737.66,10,6.89E+18,1,G1913,NEW,2021-08-17,2021-08-17 12:00:00.000 +0000,JohnDoe
SELL,LLOY,43.28,650,6.89E+18,1,G1914,NEW,2021-08-17,2021-08-17 13:00:00.000 +0000,JohnDoe
BUY,LSEG,7709.34,10,6.89E+18,1,G1915,NEW,2021-08-17,2021-08-17 14:00:00.000 +0000,JohnDoe
BUY,LSEG,8371.44,20,6.89E+18,1,G1916,NEW,2021-08-17,2021-08-17 15:00:00.000 +0000,JohnDoe
BUY,BP,547.09,40,6.89E+18,1,G1917,NEW,2021-08-17,2021-08-17 16:00:00.000 +0000,JohnDoe
SELL,LLOY,42.18,1810,6.89E+18,1,G1918,NEW,2021-08-17,2021-08-17 17:00:00.000 +0000,JohnDoe
BUY,LLOY,43.46,580,6.89E+18,1,G1919,NEW,2021-08-18,2021-08-18 09:00:00.000 +0000,JohnDoe
SELL,LLOY,43.6,90,6.89E+18,1,G1920,NEW,2021-08-18,2021-08-18 10:00:00.000 +0000,JohnDoe
SELL,LLOY,40.26,880,6.89E+18,1,G1921,NEW,2021-08-18,2021-08-18 11:00:00.000 +0000,JohnDoe
BUY,LLOY,40.91,970,6.89E+18,1,G1922,NEW,2021-08-18,2021-08-18 12:00:00.000 +0000,JohnDoe
BUY,VOD,9.37,340,6.89E+18,1,G1923,NEW,2021-08-18,2021-08-18 13:00:00.000 +0000,JohnDoe
SELL,LSEG,8381.21,10,6.89E+18,1,G1924,NEW,2021-08-18,2021-08-18 14:00:00.000 +0000,JohnDoe
SELL,LSEG,8564.55,20,6.89E+18,1,G1925,NEW,2021-08-18,2021-08-18 15:00:00.000 +0000,JohnDoe
BUY,VOD,9.69,950,6.89E+18,1,G1926,NEW,2021-08-18,2021-08-18 16:00:00.000 +0000,JohnDoe
BUY,BP,504.22,70,6.89E+18,1,G1927,NEW,2021-08-18,2021-08-18 17:00:00.000 +0000,JohnDoe
SELL,VOD,9.88,870,6.89E+18,1,G1928,NEW,2021-08-19,2021-08-19 09:00:00.000 +0000,JohnDoe
SELL,LLOY,43.4,960,6.89E+18,1,G1929,NEW,2021-08-19,2021-08-19 10:00:00.000 +0000,JohnDoe
SELL,BP,491.48,40,6.89E+18,1,G1930,NEW,2021-08-19,2021-08-19 11:00:00.000 +0000,JohnDoe
BUY,LSEG,7941.12,10,6.89E+18,1,G1931,NEW,2021-08-19,2021-08-19 12:00:00.000 +0000,JohnDoe
BUY,LSEG,7875.56,20,6.89E+18,1,G1932,NEW,2021-08-19,2021-08-19 13:00:00.000 +0000,JohnDoe
SELL,LLOY,43.64,220,6.89E+18,1,G1933,NEW,2021-08-19,2021-08-19 14:00:00.000 +0000,JohnDoe
SELL,BP,541.8,60,6.89E+18,1,G1934,NEW,2021-08-19,2021-08-19 15:00:00.000 +0000,JohnDoe
BUY,LLOY,40.38,1780,6.89E+18,1,G1935,NEW,2021-08-19,2021-08-19 16:00:00.000 +0000,JohnDoe
BUY,BP,480.91,10,6.89E+18,1,G1936,NEW,2021-08-19,2021-08-19 17:00:00.000 +0000,JohnDoe
SELL,LLOY,42.22,630,6.89E+18,1,G1937,NEW,2021-08-20,2021-08-20 09:00:00.000 +0000,JohnDoe
SELL,LSEG,8757.51,30,6.89E+18,1,G1938,NEW,2021-08-20,2021-08-20 10:00:00.000 +0000,JohnDoe
